Cluster_ID,date_ym,ConceptId_2,ConceptId_Description_2,_grp,n_codes,n
BP_COD,2020-08,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,828015
BP_COD,2020-08,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,59350
BP_COD,2020-08,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,58985
BP_COD,2020-08,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,62210
BP_COD,2020-08,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,62010
BP_COD,2020-08,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,19590
BP_COD,2020-08,,Other codes (103),99,103,123490
BP_COD,2020-09,163020007,163020007: On examination - blood pressure reading (finding),1,null,1172525
BP_COD,2020-09,72313002,72313002: Systolic arterial pressure (observable entity),2,null,997055
BP_COD,2020-09,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,995630
BP_COD,2020-09,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,69670
BP_COD,2020-09,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,69190
BP_COD,2020-09,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,62380
BP_COD,2020-09,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,62155
BP_COD,2020-09,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,20930
BP_COD,2020-09,,Other codes (103),99,103,138615
BP_COD,2020-10,163020007,163020007: On examination - blood pressure reading (finding),1,null,1229560
BP_COD,2020-10,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1030300
BP_COD,2020-10,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1028365
BP_COD,2020-10,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,77575
BP_COD,2020-10,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,76965
BP_COD,2020-10,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,64415
BP_COD,2020-10,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,64150
BP_COD,2020-10,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,21085
BP_COD,2020-10,,Other codes (103),99,103,147440
BP_COD,2020-11,163020007,163020007: On examination - blood pressure reading (finding),1,null,1206980
BP_COD,2020-11,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1032000
BP_COD,2020-11,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1030065
BP_COD,2020-11,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,84865
BP_COD,2020-11,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,84270
BP_COD,2020-11,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,62840
BP_COD,2020-11,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,62615
BP_COD,2020-11,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,20925
BP_COD,2020-11,,Other codes (103),99,103,152840
BP_COD,2020-12,163020007,163020007: On examination - blood pressure reading (finding),1,null,1090165
BP_COD,2020-12,72313002,72313002: Systolic arterial pressure (observable entity),2,null,960580
BP_COD,2020-12,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,958975
BP_COD,2020-12,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,82090
BP_COD,2020-12,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,81545
BP_COD,2020-12,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,61830
BP_COD,2020-12,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,61605
BP_COD,2020-12,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,20325
BP_COD,2020-12,,Other codes (103),99,103,147595
BP_COD,2021-01,163020007,163020007: On examination - blood pressure reading (finding),1,null,995125
BP_COD,2021-01,72313002,72313002: Systolic arterial pressure (observable entity),2,null,901250
BP_COD,2021-01,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,899445
BP_COD,2021-01,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,79750
BP_COD,2021-01,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,79170
BP_COD,2021-01,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,58915
BP_COD,2021-01,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,58705
BP_COD,2021-01,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,18825
BP_COD,2021-01,,Other codes (103),99,103,139590
BP_COD,2021-02,163020007,163020007: On examination - blood pressure reading (finding),1,null,1056135
BP_COD,2021-02,72313002,72313002: Systolic arterial pressure (observable entity),2,null,926360
BP_COD,2021-02,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,924660
BP_COD,2021-02,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,87765
BP_COD,2021-02,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,87200
BP_COD,2021-02,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,59350
BP_COD,2021-02,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,59140
BP_COD,2021-02,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,20400
BP_COD,2021-02,,Other codes (103),99,103,147290
BP_COD,2021-03,163020007,163020007: On examination - blood pressure reading (finding),1,null,1351955
BP_COD,2021-03,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1174025
BP_COD,2021-03,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1172090
BP_COD,2021-03,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,110800
BP_COD,2021-03,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,110110
BP_COD,2021-03,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,72240
BP_COD,2021-03,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,72005
BP_COD,2021-03,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,25700
BP_COD,2021-03,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,25790
BP_COD,2021-03,,Other codes (103),99,103,188455
BP_COD,2021-04,163020007,163020007: On examination - blood pressure reading (finding),1,null,1229610
BP_COD,2021-04,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1081155
BP_COD,2021-04,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1078955
BP_COD,2021-04,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,93950
BP_COD,2021-04,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,93380
BP_COD,2021-04,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,73010
BP_COD,2021-04,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,72755
BP_COD,2021-04,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,32315
BP_COD,2021-04,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,24960
BP_COD,2021-04,,Other codes (103),99,103,174645
BP_COD,2021-05,163020007,163020007: On examination - blood pressure reading (finding),1,null,1292845
BP_COD,2021-05,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1117710
BP_COD,2021-05,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1115325
BP_COD,2021-05,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,99885
BP_COD,2021-05,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,99430
BP_COD,2021-05,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,75890
BP_COD,2021-05,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,75630
BP_COD,2021-05,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,36145
BP_COD,2021-05,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,26075
BP_COD,2021-05,,Other codes (103),99,103,183215
BP_COD,2021-06,163020007,163020007: On examination - blood pressure reading (finding),1,null,1479115
BP_COD,2021-06,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1266040
BP_COD,2021-06,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1263620
BP_COD,2021-06,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,110365
BP_COD,2021-06,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,109855
BP_COD,2021-06,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,80995
BP_COD,2021-06,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,80760
BP_COD,2021-06,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,39825
BP_COD,2021-06,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,28770
BP_COD,2021-06,,Other codes (103),99,103,197615
BP_COD,2021-07,163020007,163020007: On examination - blood pressure reading (finding),1,null,1450565
BP_COD,2021-07,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1248780
BP_COD,2021-07,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1246800
BP_COD,2021-07,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,110635
BP_COD,2021-07,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,110170
BP_COD,2021-07,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,80940
BP_COD,2021-07,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,80685
BP_COD,2021-07,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,41005
BP_COD,2021-07,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,29820
BP_COD,2021-07,,Other codes (103),99,103,196915
BP_COD,2021-08,163020007,163020007: On examination - blood pressure reading (finding),1,null,1365120
BP_COD,2021-08,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1187540
BP_COD,2021-08,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1185590
BP_COD,2021-08,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,105090
BP_COD,2021-08,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,104600
BP_COD,2021-08,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,75035
BP_COD,2021-08,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,74775
BP_COD,2021-08,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,38945
BP_COD,2021-08,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,26960
BP_COD,2021-08,,Other codes (103),99,103,187690
BP_COD,2021-09,163020007,163020007: On examination - blood pressure reading (finding),1,null,1450795
BP_COD,2021-09,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1226790
BP_COD,2021-09,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1224750
BP_COD,2021-09,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,109210
BP_COD,2021-09,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,108640
BP_COD,2021-09,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,74660
BP_COD,2021-09,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,74385
BP_COD,2021-09,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,40055
BP_COD,2021-09,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,27650
BP_COD,2021-09,,Other codes (103),99,103,198250
BP_COD,2021-10,163020007,163020007: On examination - blood pressure reading (finding),1,null,1425640
BP_COD,2021-10,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1230865
BP_COD,2021-10,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1228720
BP_COD,2021-10,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,114420
BP_COD,2021-10,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,113840
BP_COD,2021-10,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,74585
BP_COD,2021-10,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,74270
BP_COD,2021-10,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,42670
BP_COD,2021-10,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,26635
BP_COD,2021-10,,Other codes (103),99,103,193710
BP_COD,2021-11,163020007,163020007: On examination - blood pressure reading (finding),1,null,1605970
BP_COD,2021-11,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1399415
BP_COD,2021-11,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1397185
BP_COD,2021-11,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,140620
BP_COD,2021-11,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,139945
BP_COD,2021-11,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,80180
BP_COD,2021-11,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,79830
BP_COD,2021-11,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,54375
BP_COD,2021-11,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,28725
BP_COD,2021-11,,Other codes (103),99,103,219465
BP_COD,2021-12,163020007,163020007: On examination - blood pressure reading (finding),1,null,1284445
BP_COD,2021-12,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1169775
BP_COD,2021-12,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1167705
BP_COD,2021-12,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,129660
BP_COD,2021-12,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,129005
BP_COD,2021-12,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,71970
BP_COD,2021-12,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,71705
BP_COD,2021-12,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,48365
BP_COD,2021-12,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,24300
BP_COD,2021-12,,Other codes (103),99,103,191165
BP_COD,2022-01,163020007,163020007: On examination - blood pressure reading (finding),1,null,1376410
BP_COD,2022-01,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1262340
BP_COD,2022-01,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1260155
BP_COD,2022-01,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,134440
BP_COD,2022-01,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,133840
BP_COD,2022-01,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,72960
BP_COD,2022-01,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,72620
BP_COD,2022-01,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,53280
BP_COD,2022-01,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,26250
BP_COD,2022-01,,Other codes (103),99,103,206750
BP_COD,2022-02,163020007,163020007: On examination - blood pressure reading (finding),1,null,1451825
BP_COD,2022-02,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1306765
BP_COD,2022-02,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1304605
BP_COD,2022-02,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,153595
BP_COD,2022-02,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,152975
BP_COD,2022-02,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,72875
BP_COD,2022-02,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,72535
BP_COD,2022-02,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,60525
BP_COD,2022-02,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,26325
BP_COD,2022-02,,Other codes (103),99,103,219225
BP_COD,2022-03,163020007,163020007: On examination - blood pressure reading (finding),1,null,1690280
BP_COD,2022-03,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1500900
BP_COD,2022-03,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1498225
BP_COD,2022-03,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,179760
BP_COD,2022-03,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,179000
BP_COD,2022-03,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,84280
BP_COD,2022-03,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,83965
BP_COD,2022-03,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,68260
BP_COD,2022-03,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,30205
BP_COD,2022-03,,Other codes (103),99,103,254455
BP_COD,2022-04,163020007,163020007: On examination - blood pressure reading (finding),1,null,1446510
BP_COD,2022-04,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1289225
BP_COD,2022-04,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1286770
BP_COD,2022-04,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,152800
BP_COD,2022-04,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,152075
BP_COD,2022-04,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,77980
BP_COD,2022-04,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,77675
BP_COD,2022-04,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,58700
BP_COD,2022-04,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,26350
BP_COD,2022-04,,Other codes (103),99,103,221375
BP_COD,2022-05,163020007,163020007: On examination - blood pressure reading (finding),1,null,1768435
BP_COD,2022-05,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1534440
BP_COD,2022-05,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1531670
BP_COD,2022-05,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,184710
BP_COD,2022-05,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,183695
BP_COD,2022-05,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,87945
BP_COD,2022-05,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,87560
BP_COD,2022-05,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,71530
BP_COD,2022-05,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,31575
BP_COD,2022-05,,Other codes (103),99,103,254680
BP_COD,2022-06,163020007,163020007: On examination - blood pressure reading (finding),1,null,1665810
BP_COD,2022-06,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1455065
BP_COD,2022-06,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1452530
BP_COD,2022-06,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,179600
BP_COD,2022-06,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,178545
BP_COD,2022-06,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,83965
BP_COD,2022-06,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,83645
BP_COD,2022-06,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,70295
BP_COD,2022-06,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,29860
BP_COD,2022-06,,Other codes (103),99,103,240460
BP_COD,2022-07,163020007,163020007: On examination - blood pressure reading (finding),1,null,1669885
BP_COD,2022-07,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1466430
BP_COD,2022-07,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1463900
BP_COD,2022-07,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,180845
BP_COD,2022-07,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,179925
BP_COD,2022-07,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,84525
BP_COD,2022-07,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,84215
BP_COD,2022-07,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,70770
BP_COD,2022-07,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,30040
BP_COD,2022-07,,Other codes (103),99,103,241505
BP_COD,2022-08,163020007,163020007: On examination - blood pressure reading (finding),1,null,1767955
BP_COD,2022-08,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1561310
BP_COD,2022-08,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1558745
BP_COD,2022-08,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,197235
BP_COD,2022-08,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,196130
BP_COD,2022-08,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,87960
BP_COD,2022-08,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,87665
BP_COD,2022-08,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,78255
BP_COD,2022-08,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,33345
BP_COD,2022-08,,Other codes (103),99,103,256945
BP_COD,2022-09,163020007,163020007: On examination - blood pressure reading (finding),1,null,1720815
BP_COD,2022-09,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1507870
BP_COD,2022-09,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1505195
BP_COD,2022-09,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,182740
BP_COD,2022-09,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,181725
BP_COD,2022-09,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,83910
BP_COD,2022-09,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,83645
BP_COD,2022-09,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,72885
BP_COD,2022-09,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,31070
BP_COD,2022-09,,Other codes (103),99,103,251460
BP_COD,2022-10,163020007,163020007: On examination - blood pressure reading (finding),1,null,1739860
BP_COD,2022-10,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1529255
BP_COD,2022-10,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1526385
BP_COD,2022-10,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,200580
BP_COD,2022-10,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,199675
BP_COD,2022-10,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,87230
BP_COD,2022-10,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,86945
BP_COD,2022-10,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,81495
BP_COD,2022-10,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,30640
BP_COD,2022-10,,Other codes (103),99,103,255430
BP_COD,2022-11,163020007,163020007: On examination - blood pressure reading (finding),1,null,1893510
BP_COD,2022-11,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1679980
BP_COD,2022-11,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1677085
BP_COD,2022-11,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,235255
BP_COD,2022-11,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,234195
BP_COD,2022-11,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,93230
BP_COD,2022-11,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,92760
BP_COD,2022-11,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,97435
BP_COD,2022-11,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,33205
BP_COD,2022-11,,Other codes (103),99,103,292375
BP_COD,2022-12,163020007,163020007: On examination - blood pressure reading (finding),1,null,1503680
BP_COD,2022-12,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1400145
BP_COD,2022-12,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1397185
BP_COD,2022-12,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,201890
BP_COD,2022-12,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,201170
BP_COD,2022-12,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,83570
BP_COD,2022-12,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,83080
BP_COD,2022-12,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,83895
BP_COD,2022-12,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,27085
BP_COD,2022-12,,Other codes (103),99,103,246340
BP_COD,2023-01,163020007,163020007: On examination - blood pressure reading (finding),1,null,1955610
BP_COD,2023-01,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1788160
BP_COD,2023-01,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1784930
BP_COD,2023-01,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,255830
BP_COD,2023-01,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,255240
BP_COD,2023-01,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,95970
BP_COD,2023-01,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,95480
BP_COD,2023-01,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,117450
BP_COD,2023-01,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,33510
BP_COD,2023-01,,Other codes (103),99,103,310485
BP_COD,2023-02,163020007,163020007: On examination - blood pressure reading (finding),1,null,1872295
BP_COD,2023-02,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1729160
BP_COD,2023-02,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1726380
BP_COD,2023-02,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,283110
BP_COD,2023-02,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,282095
BP_COD,2023-02,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,88040
BP_COD,2023-02,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,87670
BP_COD,2023-02,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,149015
BP_COD,2023-02,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,31755
BP_COD,2023-02,,Other codes (103),99,103,310945
BP_COD,2023-03,163020007,163020007: On examination - blood pressure reading (finding),1,null,2096290
BP_COD,2023-03,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1964265
BP_COD,2023-03,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1961315
BP_COD,2023-03,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,328375
BP_COD,2023-03,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,327170
BP_COD,2023-03,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,96900
BP_COD,2023-03,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,96400
BP_COD,2023-03,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,183865
BP_COD,2023-03,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,35415
BP_COD,2023-03,,Other codes (103),99,103,366520
BP_COD,2023-04,163020007,163020007: On examination - blood pressure reading (finding),1,null,1534715
BP_COD,2023-04,72313002,72313002: Systolic arterial pressure (observable entity),2,null,1405760
BP_COD,2023-04,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,1402655
BP_COD,2023-04,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,232930
BP_COD,2023-04,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,232080
BP_COD,2023-04,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,84175
BP_COD,2023-04,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,83785
BP_COD,2023-04,413153004,413153004: Blood pressure recorded by patient at home (procedure),8,null,102130
BP_COD,2023-04,400974009,400974009: Standing systolic blood pressure (observable entity),9,null,29500
BP_COD,2023-04,,Other codes (103),99,103,269480
BP_COD,2023-05,163020007,163020007: On examination - blood pressure reading (finding),1,null,771815
BP_COD,2023-05,72313002,72313002: Systolic arterial pressure (observable entity),2,null,380635
BP_COD,2023-05,1.09181E+15,1091811000000102: Diastolic arterial pressure (observable entity),3,null,380030
BP_COD,2023-05,413606001,413606001: Average home systolic blood pressure (observable entity),4,null,85640
BP_COD,2023-05,413605002,413605002: Average home diastolic blood pressure (observable entity),5,null,85240
BP_COD,2023-05,407554009,407554009: Sitting systolic blood pressure (observable entity),6,null,22320
BP_COD,2023-05,407555005,407555005: Sitting diastolic blood pressure (observable entity),7,null,22210
