Cluster_category,date_ym,records_month,valid_idmonth,distinct_id,records_cluster,valid_idcluster,distinct_idcluster,pre_1990_n_pct,n_clusters
Diagnoses and findings (including resolved and remission),2022-08,4506200,4506200,2543685,654761795,654761795,44764430,"6,272,490 (0.96%)",97
Diagnoses and findings (including resolved and remission),2022-09,4866475,4866475,2972100,654761795,654761795,44764430,"6,272,490 (0.96%)",97
Diagnoses and findings (including resolved and remission),2022-10,5515360,5515360,3528730,654761795,654761795,44764430,"6,272,490 (0.96%)",97
Diagnoses and findings (including resolved and remission),2022-11,5646020,5646020,3476705,654761795,654761795,44764430,"6,272,490 (0.96%)",97
Diagnoses and findings (including resolved and remission),2022-12,5089705,5089705,3364705,654761795,654761795,44764430,"6,272,490 (0.96%)",97
Diagnoses and findings (including resolved and remission),2023-01,5413130,5413130,3287610,654761795,654761795,44764430,"6,272,490 (0.96%)",97
Diagnoses and findings (including resolved and remission),2023-02,5024005,5024005,3086645,654761795,654761795,44764430,"6,272,490 (0.96%)",97
Diagnoses and findings (including resolved and remission),2023-03,5494245,5494245,3373200,654761795,654761795,44764430,"6,272,490 (0.96%)",97
Diagnoses and findings (including resolved and remission),2023-04,3581075,3581075,2296750,654761795,654761795,44764430,"6,272,490 (0.96%)",97
Diagnoses and findings (including resolved and remission),2023-05,1333145,1333145,971760,654761795,654761795,44764430,"6,272,490 (0.96%)",97
Investigations test and results,1990-01,25,25,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1990-05,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1990-06,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1990-07,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1990-08,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1990-09,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1990-10,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1990-11,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1990-12,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-01,15,15,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-02,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-03,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-04,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-05,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-06,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-07,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-08,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-09,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-10,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-11,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1991-12,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-01,30,30,30,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-02,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-03,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-04,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-05,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-06,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-07,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-08,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-09,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-10,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1992-11,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-01,30,30,25,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-02,20,20,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-03,15,15,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-04,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-05,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-06,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-07,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-08,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-09,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-10,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-11,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1993-12,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-01,40,40,30,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-02,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-03,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-04,15,15,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-05,15,15,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-06,15,15,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-07,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-08,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-09,20,20,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-10,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-11,15,15,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1994-12,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-01,60,60,45,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-02,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-03,20,20,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-04,15,15,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-05,35,35,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-06,20,20,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-07,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-08,30,30,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-09,15,15,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-10,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-11,15,15,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1995-12,20,20,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-01,75,75,60,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-02,25,25,25,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-03,15,15,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-04,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-05,15,15,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-06,15,15,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-07,25,25,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-08,30,30,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-09,20,20,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-10,15,15,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-11,20,20,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1996-12,20,20,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-01,85,85,60,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-02,25,25,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-03,25,25,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-04,25,25,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-05,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-06,10,10,10,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-07,35,35,25,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-08,15,15,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-09,25,25,25,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-10,55,55,25,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-11,30,30,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1997-12,20,20,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-01,130,130,95,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-02,20,20,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-03,40,40,25,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-04,25,25,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-05,15,15,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-06,25,25,20,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-07,30,30,25,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-08,15,15,15,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-09,30,30,30,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-10,30,30,25,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-11,40,40,35,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1998-12,35,35,35,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-01,135,135,110,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-02,35,35,30,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-03,50,50,40,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-04,65,65,55,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-05,55,55,40,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-06,70,70,55,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-07,60,60,50,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-08,40,40,35,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-09,80,80,60,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-10,70,70,60,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-11,65,65,55,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,1999-12,50,50,40,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-01,205,205,165,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-02,110,110,80,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-03,105,105,75,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-04,90,90,65,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-05,110,110,85,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-06,130,130,90,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-07,120,120,80,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-08,105,105,75,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-09,125,125,95,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-10,140,140,100,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-11,160,160,105,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2000-12,115,115,75,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-01,330,330,245,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-02,195,195,135,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-03,245,245,160,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-04,160,160,115,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-05,160,160,115,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-06,190,190,140,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-07,190,190,130,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-08,195,195,130,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-09,200,200,140,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-10,260,260,165,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-11,310,310,175,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2001-12,235,235,155,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-01,460,460,325,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-02,355,355,220,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-03,395,395,240,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-04,450,450,245,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-05,490,490,260,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-06,425,425,230,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-07,490,490,280,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-08,365,365,205,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-09,455,455,260,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-10,500,500,300,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-11,550,550,310,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2002-12,435,435,255,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-01,860,860,525,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-02,550,550,325,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-03,690,690,400,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-04,640,640,355,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-05,645,645,370,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-06,680,680,385,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-07,800,800,455,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-08,665,665,385,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-09,855,855,505,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-10,940,940,575,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-11,765,765,485,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2003-12,890,890,555,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-01,1345,1345,910,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-02,1175,1175,725,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-03,1410,1410,885,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-04,1150,1150,780,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-05,1130,1130,765,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-06,1150,1150,795,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-07,1140,1140,795,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-08,1090,1090,750,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-09,1305,1305,865,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-10,1200,1200,815,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-11,1455,1455,1015,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2004-12,1105,1105,780,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-01,1675,1675,1175,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-02,1485,1485,1065,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-03,1490,1490,1060,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-04,1545,1545,1065,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-05,1550,1550,1050,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-06,1595,1595,1105,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-07,1450,1450,1000,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-08,1555,1555,1045,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-09,1725,1725,1130,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-10,1590,1590,1100,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-11,2035,2035,1435,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2005-12,1545,1545,1090,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-01,2250,2250,1625,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-02,2180,2180,1515,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-03,2570,2570,1795,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-04,2050,2050,1440,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-05,2595,2595,1865,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-06,2790,2790,2025,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-07,2740,2740,1995,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-08,2700,2700,1965,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-09,2790,2790,1995,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-10,3105,3105,2250,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-11,3550,3550,2575,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2006-12,2530,2530,1930,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-01,4160,4160,3150,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-02,3375,3375,2445,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-03,3645,3645,2630,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-04,2630,2630,1960,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-05,3060,3060,2230,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-06,3075,3075,2175,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-07,3215,3215,2410,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-08,2875,2875,2060,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-09,2835,2835,2095,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-10,3600,3600,2705,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-11,3765,3765,2760,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2007-12,3010,3010,2210,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-01,4695,4695,3445,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-02,4115,4115,3085,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-03,3620,3620,2695,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-04,4255,4255,3150,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-05,3850,3850,2900,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-06,4130,4130,3145,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-07,4275,4275,3255,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-08,3780,3780,2865,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-09,4650,4650,3440,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-10,5230,5230,3965,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-11,5215,5215,3915,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2008-12,4850,4850,3680,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-01,6790,6790,5290,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-02,6380,6380,4995,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-03,7425,7425,5585,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-04,5905,5905,4530,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-05,5425,5425,4175,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-06,6510,6510,4990,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-07,6215,6215,4810,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-08,5605,5605,4340,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-09,6770,6770,5230,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-10,6995,6995,5510,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-11,7360,7360,5755,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2009-12,6425,6425,4995,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-01,8160,8160,6300,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-02,8340,8340,6525,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-03,9790,9790,7540,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-04,6975,6975,5330,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-05,6640,6640,5090,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-06,7420,7420,5760,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-07,6805,6805,5210,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-08,6405,6405,5010,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-09,7485,7485,5780,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-10,8120,8120,6270,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-11,9360,9360,7170,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2010-12,7010,7010,5440,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-01,9540,9540,7505,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-02,9620,9620,7380,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-03,11985,11985,9075,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-04,10135,10135,7975,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-05,12720,12720,9965,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-06,13925,13925,10650,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-07,13265,13265,10380,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-08,13990,13990,10805,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-09,15255,15255,12000,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-10,17055,17055,13320,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-11,24450,24450,18580,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2011-12,17805,17805,13820,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-01,25440,25440,19890,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-02,24535,24535,19280,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-03,24875,24875,19695,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-04,19640,19640,15490,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-05,24865,24865,19465,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-06,20865,20865,16370,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-07,25635,25635,20095,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-08,23240,23240,18370,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-09,22795,22795,18000,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-10,27275,27275,21465,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-11,27950,27950,21890,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2012-12,20915,20915,16670,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-01,30505,30505,24205,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-02,29015,29015,22925,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-03,28920,28920,22785,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-04,27690,27690,21900,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-05,27445,27445,21620,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-06,28795,28795,22590,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-07,32315,32315,25605,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-08,26985,26985,21370,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-09,28035,28035,22270,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-10,32315,32315,25420,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-11,32590,32590,25550,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2013-12,27675,27675,21755,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-01,37910,37910,29840,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-02,33490,33490,26475,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-03,35675,35675,27945,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-04,29650,29650,23430,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-05,29955,29955,23545,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-06,31635,31635,24835,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-07,32530,32530,25475,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-08,25650,25650,20305,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-09,30980,30980,24405,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-10,32775,32775,25710,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-11,32185,32185,25545,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2014-12,30605,30605,24060,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2015-01,38745,38745,30540,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2015-02,38985,38985,30565,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2015-03,43095,43095,33985,2896273485,2896273485,37517620,335 (0.00%),31
Investigations test and results,2015-04,32905,32905,26085,2896273485,2896273485,37517620,335 (0.00%),31
