dataset,column_name,archived_on,completeness
iapt_v2_1_care_activities,CareContTime,2025-11-04,99.479
iapt_v2_1_care_activities,CodeProcAndProcStatus,2025-11-04,52.576
iapt_v2_1_care_activities,LanguageCodeTreat,2025-11-04,18.266
iapt_v2_1_care_activities,QualPlannedCompletionDate,2025-11-04,4.448
iapt_v2_1_care_activities,CodeProcAndProcStatus_FSN,2025-11-04,0
iapt_v2_1_care_activities,CareContPatientTherMode,2025-11-04,82.953
iapt_v2_1_care_activities,CodeFind,2025-11-04,0
iapt_v2_1_care_activities,OrgIDComm,2025-11-04,97.371
iapt_v2_1_care_activities,InterpreterPresentInd,2025-11-04,20.712
iapt_v2_1_care_activities,UnitMeasure,2025-11-04,0.017
iapt_v2_1_care_activities,QualAttainLevelIAPT,2025-11-04,38.773
iapt_v2_1_care_activities,Age_CareContact_Date,2025-11-04,99.988
iapt_v2_1_care_activities,ClinContactDurOfCareAct,2025-11-04,35.409
iapt_v2_1_care_activities,ExtractPeriod_StartDate,2025-11-04,100
iapt_v2_1_care_activities,ClinContDurOfCareCont,2025-11-04,92.685
iapt_v2_1_care_activities,Cancellation,2025-11-04,4.526
iapt_v2_1_care_activities,FindSchemeInUse,2025-11-04,9.092
iapt_v2_1_care_activities,QualAwardedDate,2025-11-04,24.634
iapt_v2_1_care_activities,IAPTLTCServiceInd,2025-11-04,100
iapt_v2_1_care_activities,ProductionDate,2025-11-04,100
iapt_v2_1_care_activities,AppType,2025-11-04,100
iapt_v2_1_care_activities,OrgID_Provider,2025-11-04,100
iapt_v2_1_care_activities,Pseudo_Unique_CareActivityID,2025-11-04,85.213
iapt_v2_1_care_activities,ActLocTypeCode,2025-11-04,81.439
iapt_v2_1_care_activities,PathwayID,2025-11-04,100
iapt_v2_1_care_activities,FindingDescription_ICD10_Master,2025-11-04,0
iapt_v2_1_care_cluster,EndTimeCareClust,2025-11-04,16.208
iapt_v2_1_care_cluster,CareCluster_StartedIn_Latest_RP_Flag,2025-11-04,38.275
iapt_v2_1_care_cluster,CareCluster_EndedIn_Latest_RP_Flag,2025-11-04,38.275
iapt_v2_1_care_cluster,StartDateCareClust,2025-11-04,99.995
iapt_v2_1_care_cluster,AMHCareClustCodeFin,2025-11-04,100
iapt_v2_1_care_cluster,ExtractPeriod_EndDate,2025-11-04,100
iapt_v2_1_care_cluster,ProductionDate,2025-11-04,100
iapt_v2_1_care_cluster,StartTimeCareClust,2025-11-04,92.206
iapt_v2_1_care_cluster,CareCluster_DayCount_YTD,2025-11-04,99.995
iapt_v2_1_care_cluster,ExtractPeriod_StartDate,2025-11-04,100
iapt_v2_1_care_cluster,Person_ID_DEID,2025-11-04,99.999
iapt_v2_1_care_cluster,OrgID_Provider,2025-11-04,100
iapt_v2_1_care_cluster,CareCluster_OpenAt_Latest_RPEnd_Flag,2025-11-04,100
iapt_v2_1_care_cluster,EndDateCareClust,2025-11-04,22.041
iapt_v2_1_coded_scored_assessments,OrgID_Provider,2025-11-04,100
iapt_v2_1_coded_scored_assessments,CodedAssTool_Source,2025-11-04,100
iapt_v2_1_coded_scored_assessments,IAPTv1_5_PathwayID,2025-11-04,4.955
iapt_v2_1_coded_scored_assessments,CodedAssToolType,2025-11-04,100
iapt_v2_1_coded_scored_assessments,Pseudo_Unique_CareContactID,2025-11-04,90.301
iapt_v2_1_coded_scored_assessments,PersScore,2025-11-04,100
iapt_v2_1_coded_scored_assessments,Age_AssessmentCompletion_Date,2025-11-04,99.979
iapt_v2_1_coded_scored_assessments,PathwayID,2025-11-04,100
iapt_v2_1_coded_scored_assessments,Person_ID_DEID,2025-11-04,99.999
iapt_v2_1_coded_scored_assessments,Pseudo_Unique_ServiceRequestID,2025-11-04,100
iapt_v2_1_coded_scored_assessments,CodedAssToolType_FSN,2025-11-04,0
iapt_v2_1_coded_scored_assessments,AssToolCompDate,2025-11-04,100
iapt_v2_1_coded_scored_assessments,ExtractPeriod_StartDate,2025-11-04,100
iapt_v2_1_coded_scored_assessments,AssToolCompTime,2025-11-04,98.977
iapt_v2_1_coded_scored_assessments,ExtractPeriod_EndDate,2025-11-04,100
iapt_v2_1_coded_scored_assessments,ProductionDate,2025-11-04,100
iapt_v2_1_coded_scored_assessments,Pseudo_Unique_CareActivityID,2025-11-04,90.301
iapt_v2_1_demographics_and_referral,Count_EmploymentStatuses,2025-11-04,69.481
iapt_v2_1_demographics_and_referral,Other_SocPerCircumstance_RecDate,2025-11-04,3.02
iapt_v2_1_demographics_and_referral,EthnicCategory,2025-11-04,97.63
iapt_v2_1_demographics_and_referral,StructuredPhysicalActivity_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,AgoraAlone_LastScore,2025-11-04,0.134
iapt_v2_1_demographics_and_referral,Pseudo_Unique_ServiceRequestID,2025-11-04,100
iapt_v2_1_demographics_and_referral,BPI_LastScore,2025-11-04,0.041
iapt_v2_1_demographics_and_referral,Caseness_Flag,2025-11-04,26.453
iapt_v2_1_demographics_and_referral,NotCaseness_Flag,2025-11-04,1.558
iapt_v2_1_demographics_and_referral,AgeYr_Extract_StartDate,2025-11-04,99.982
iapt_v2_1_demographics_and_referral,CommissioningRegion,2025-11-04,99.362
iapt_v2_1_demographics_and_referral,HighIntensityTherapy_FirstDate,2025-11-04,29.182
iapt_v2_1_demographics_and_referral,AlcoholUseStatus_SocPerCircumstance,2025-11-04,0.923
iapt_v2_1_demographics_and_referral,PrevDiagCondInd,2025-11-04,65.343
iapt_v2_1_demographics_and_referral,CollaborativeCare_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,DistanceFromHome_GP,2025-11-04,98.039
iapt_v2_1_demographics_and_referral,GMPCodeReg,2025-11-04,100
iapt_v2_1_demographics_and_referral,TherapyType_First,2025-11-04,68.757
iapt_v2_1_demographics_and_referral,CareContact_Telemedicine_Count,2025-11-04,30.519
iapt_v2_1_demographics_and_referral,InternetEnabledTherapy_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,CareContact_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,EyeMovementDesensitisationReprocessing_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,GuidedSelfHelp_Book_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,PanicDisorder_LastScore,2025-11-04,0.678
iapt_v2_1_demographics_and_referral,SexOrien_SocPerCircumstance_RecDate,2025-11-04,72.056
iapt_v2_1_demographics_and_referral,AgoraAccom_LastScore,2025-11-04,0
iapt_v2_1_demographics_and_referral,SexOrien_SocPerCircumstance,2025-11-04,77.661
iapt_v2_1_demographics_and_referral,CompletedTreatment_Flag,2025-11-04,28.058
iapt_v2_1_demographics_and_referral,ADSM_FirstScore,2025-11-04,71.82
iapt_v2_1_demographics_and_referral,OrgIDSubICBLocGP,2025-11-04,64.176
iapt_v2_1_demographics_and_referral,CAT_LastScore,2025-11-04,0.004
iapt_v2_1_demographics_and_referral,DrugUseStatus_SocPerCircumstance,2025-11-04,0.725
iapt_v2_1_demographics_and_referral,DebtStatus_SocPerCircumstance_RecDate,2025-11-04,0
iapt_v2_1_demographics_and_referral,CareContact_MessageBoard_Count,2025-11-04,69.481
iapt_v2_1_demographics_and_referral,ServDischDate,2025-11-04,72.308
iapt_v2_1_demographics_and_referral,GamblingStatus_SocPerCircumstance_RecDate,2025-11-04,0.007
iapt_v2_1_demographics_and_referral,OrgIDICBGPPractice,2025-11-04,64.114
iapt_v2_1_demographics_and_referral,DrugUseStatus_SocPerCircumstance_RecDate,2025-11-04,0.717
iapt_v2_1_demographics_and_referral,EmpStatus_FirstDate,2025-11-04,20.052
iapt_v2_1_demographics_and_referral,EmployStatusRecDate,2025-11-04,67.15
iapt_v2_1_demographics_and_referral,AccommodationTypeEndDate,2025-11-04,0.099
iapt_v2_1_demographics_and_referral,IntegratedTreatment_FirstDate,2025-11-04,11.918
iapt_v2_1_demographics_and_referral,BPI_FirstScore,2025-11-04,0.201
iapt_v2_1_demographics_and_referral,AgoraAlone_FirstScore,2025-11-04,0.411
iapt_v2_1_demographics_and_referral,EthnicCategory2021,2025-11-04,0
iapt_v2_1_demographics_and_referral,ExtractPeriod_EndDate,2025-11-04,100
iapt_v2_1_demographics_and_referral,LADistrictAuthGPPractice,2025-11-04,68.876
iapt_v2_1_demographics_and_referral,ADSM_LastScoreNotAtCaseness,2025-11-04,15.863
iapt_v2_1_demographics_and_referral,IndicesOfDeprivationQuartile,2025-11-04,98.865
iapt_v2_1_demographics_and_referral,UCInd,2025-11-04,20.41
iapt_v2_1_demographics_and_referral,CareContact_Attended_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,DebtStatus_SocPerCircumstance_FSN,2025-11-04,0
iapt_v2_1_demographics_and_referral,PanicDisorder_FirstScore,2025-11-04,1.82
iapt_v2_1_demographics_and_referral,CFS_LastScore,2025-11-04,0.004
iapt_v2_1_demographics_and_referral,Other_SocPerCircumstance_FSN,2025-11-04,0
iapt_v2_1_demographics_and_referral,CAT_FirstScore,2025-11-04,0.021
iapt_v2_1_demographics_and_referral,ReferralRequestReceivedDate,2025-11-04,100
iapt_v2_1_demographics_and_referral,OtherBenefitInd,2025-11-04,5.442
iapt_v2_1_demographics_and_referral,Census_Year,2025-11-04,98.9
iapt_v2_1_demographics_and_referral,ESAInd,2025-11-04,17.243
iapt_v2_1_demographics_and_referral,AlcoholUseStatus_SocPerCircumstance_RecDate,2025-11-04,0.915
iapt_v2_1_demographics_and_referral,GenderIdentitySameAtBirth,2025-11-04,30.03
iapt_v2_1_demographics_and_referral,LocalAuthority,2025-11-04,98.9
iapt_v2_1_demographics_and_referral,EmploymentSupport_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,TherapySession_FirstDate,2025-11-04,70.341
iapt_v2_1_demographics_and_referral,Postcode_District,2025-11-04,99.597
iapt_v2_1_demographics_and_referral,OrgID_CCG_GP,2025-11-04,49.553
iapt_v2_1_demographics_and_referral,Person_ID_DEID,2025-11-04,99.999
iapt_v2_1_demographics_and_referral,ADSM_FirstScoreAtCaseness,2025-11-04,24.621
iapt_v2_1_demographics_and_referral,SmokingStatus_SocPerCircumstance,2025-11-04,1.482
iapt_v2_1_demographics_and_referral,Assessment_FirstDate,2025-11-04,68.815
iapt_v2_1_demographics_and_referral,DebtStatus_SocPerCircumstance,2025-11-04,0
iapt_v2_1_demographics_and_referral,SocialPhobia_FirstScore,2025-11-04,3.034
iapt_v2_1_demographics_and_referral,OvsVisChCatAppDate,2025-11-04,17.527
iapt_v2_1_demographics_and_referral,EmploymentStatus_Last,2025-11-04,8.312
iapt_v2_1_demographics_and_referral,County,2025-11-04,98.9
iapt_v2_1_demographics_and_referral,PIPInd,2025-11-04,19.002
iapt_v2_1_demographics_and_referral,ReliableImprovement_Flag,2025-11-04,18.856
iapt_v2_1_demographics_and_referral,Recovery_Flag,2025-11-04,13.382
iapt_v2_1_demographics_and_referral,PsychotropicIndicator_Last,2025-11-04,25.471
iapt_v2_1_demographics_and_referral,LowIntensityTherapy_FirstDate,2025-11-04,50.113
iapt_v2_1_demographics_and_referral,OrgIDICBRes,2025-11-04,64.846
iapt_v2_1_demographics_and_referral,TreatmentCareContact_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,EmployStatus,2025-11-04,67.151
iapt_v2_1_demographics_and_referral,SickpayIndicator_First,2025-11-04,19.965
iapt_v2_1_demographics_and_referral,CommunitySignPosting_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,OCD_LastScore,2025-11-04,0.84
iapt_v2_1_demographics_and_referral,CognitiveBehaviourTherapy_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,LSOA,2025-11-04,98.9
iapt_v2_1_demographics_and_referral,GamblingStatus_SocPerCircumstance,2025-11-04,0.007
iapt_v2_1_demographics_and_referral,SickpayIndicator_Last,2025-11-04,8.551
iapt_v2_1_demographics_and_referral,CareContact_Email_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,GAD_LastScore,2025-11-04,30.81
iapt_v2_1_demographics_and_referral,ReliableDeterioration_Flag,2025-11-04,1.626
iapt_v2_1_demographics_and_referral,Age_ReferralRequest_ReceivedDate,2025-11-04,99.982
iapt_v2_1_demographics_and_referral,ValidPostcode_Flag,2025-11-04,100
iapt_v2_1_demographics_and_referral,TherapyType_Last,2025-11-04,68.757
iapt_v2_1_demographics_and_referral,PresentingComplaintLowerCategory,2025-11-04,31.316
iapt_v2_1_demographics_and_referral,GamblingStatus_SocPerCircumstance_FSN,2025-11-04,0
iapt_v2_1_demographics_and_referral,IntegratedContact_FirstDate,2025-11-04,12.217
iapt_v2_1_demographics_and_referral,OrgIDLocalPatientId,2025-11-04,100
iapt_v2_1_demographics_and_referral,SmokingStatus_SocPerCircumstance_RecDate,2025-11-04,1.472
iapt_v2_1_demographics_and_referral,EmploymentStatus_First,2025-11-04,19.663
iapt_v2_1_demographics_and_referral,Gender,2025-11-04,99.724
iapt_v2_1_demographics_and_referral,WASAS_Relationships_FirstScore,2025-11-04,68.757
iapt_v2_1_demographics_and_referral,PTSD_LastScore,2025-11-04,1.602
iapt_v2_1_demographics_and_referral,Other_SocPerCircumstance,2025-11-04,3.264
iapt_v2_1_demographics_and_referral,Religion_SocPerCircumstance_FSN,2025-11-04,0
iapt_v2_1_demographics_and_referral,AgoraAccom_FirstScore,2025-11-04,0
iapt_v2_1_demographics_and_referral,PHQ15_LastScore,2025-11-04,0.017
iapt_v2_1_demographics_and_referral,AsylumStatus_SocPerCircumstance_RecDate,2025-11-04,0.04
iapt_v2_1_demographics_and_referral,OnsetDate,2025-11-04,41.122
iapt_v2_1_demographics_and_referral,DDS_LastScore,2025-11-04,0.008
iapt_v2_1_demographics_and_referral,DisabCode,2025-11-04,77.694
iapt_v2_1_demographics_and_referral,CareContact_NotAttended_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,ADSM_FirstScoreNotAtCaseness,2025-11-04,3.388
iapt_v2_1_demographics_and_referral,OCD_FirstScore,2025-11-04,2.411
iapt_v2_1_demographics_and_referral,AccommodationTypeDate,2025-11-04,10.077
iapt_v2_1_demographics_and_referral,Mindfulness_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,DrugUseStatus_SocPerCircumstance_FSN,2025-11-04,0
iapt_v2_1_demographics_and_referral,NonGuidedSelfHelp_Book_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,ExtractPeriod_StartDate,2025-11-04,100
iapt_v2_1_demographics_and_referral,Count_StatutorySickpayIndicators,2025-11-04,0
iapt_v2_1_demographics_and_referral,JSAInd,2025-11-04,5.338
iapt_v2_1_demographics_and_referral,EmpSupport_LastDate,2025-11-04,2.398
iapt_v2_1_demographics_and_referral,AccommodationTypeStartDate,2025-11-04,1.518
iapt_v2_1_demographics_and_referral,WASAS_SocialLeisureActivities_FirstScore,2025-11-04,68.758
iapt_v2_1_demographics_and_referral,GenderIdentity,2025-11-04,63.798
iapt_v2_1_demographics_and_referral,CounsellingDepression_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,PHQ9_FirstScore,2025-11-04,71.902
iapt_v2_1_demographics_and_referral,Validated_EthnicCategory,2025-11-04,100
iapt_v2_1_demographics_and_referral,IMD_YEAR,2025-11-04,98.865
iapt_v2_1_demographics_and_referral,CareContact_Other_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,Religion_SocPerCircumstance,2025-11-04,69.179
iapt_v2_1_demographics_and_referral,SexOrien_SocPerCircumstance_FSN,2025-11-04,0
iapt_v2_1_demographics_and_referral,PsychoeducationalPeerSupport_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,PPSM_FirstScore,2025-11-04,0
iapt_v2_1_demographics_and_referral,BenefitRecInd,2025-11-04,43.088
iapt_v2_1_demographics_and_referral,IBS_FirstScore,2025-11-04,0.025
iapt_v2_1_demographics_and_referral,WASAS_PrivateLeisureActivities_LastScore,2025-11-04,29.261
iapt_v2_1_demographics_and_referral,IAPTv1_5_PathwayID,2025-11-04,3.495
iapt_v2_1_demographics_and_referral,NHSNumberStatus,2025-11-04,98.446
iapt_v2_1_demographics_and_referral,EndCode,2025-11-04,69.924
iapt_v2_1_demographics_and_referral,WASAS_Work_LastScore,2025-11-04,23.799
iapt_v2_1_demographics_and_referral,OtherHighIntensity_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,OrgID_CCG_Residence,2025-11-04,50.702
iapt_v2_1_demographics_and_referral,CareContact_ChatRoom_Count,2025-11-04,69.481
iapt_v2_1_demographics_and_referral,CareContact_FaceToFace_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,CareContact_Telephone_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,CareContact_VideoConsult_Count,2025-11-04,69.481
iapt_v2_1_demographics_and_referral,CareContact_TalkType_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,BriefPsychodynamicPsychotherapy_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,SelfEmployInd,2025-11-04,29.185
iapt_v2_1_demographics_and_referral,BIQ_LastScore,2025-11-04,0.031
iapt_v2_1_demographics_and_referral,WASAS_HomeManagement_LastScore,2025-11-04,29.263
iapt_v2_1_demographics_and_referral,EmpSupportReferral,2025-11-04,3.286
iapt_v2_1_demographics_and_referral,CFS_FirstScore,2025-11-04,0.013
iapt_v2_1_demographics_and_referral,PsychotropicIndicator_First,2025-11-04,64.817
iapt_v2_1_demographics_and_referral,SourceOfReferralIAPT,2025-11-04,96.981
iapt_v2_1_demographics_and_referral,OrgID_Provider,2025-11-04,100
iapt_v2_1_demographics_and_referral,GuidedSelfHelp_Computer_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,SmokingStatus_SocPerCircumstance_FSN,2025-11-04,0
iapt_v2_1_demographics_and_referral,IBS_LastScore,2025-11-04,0.005
iapt_v2_1_demographics_and_referral,CareContact_SMS_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,AppliedRelaxation_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,SettledAccommodationInd,2025-11-04,2.166
iapt_v2_1_demographics_and_referral,AgeYr_Extract_EndDate,2025-11-04,99.982
iapt_v2_1_demographics_and_referral,EmpSupport_FirstDate,2025-11-04,2.742
iapt_v2_1_demographics_and_referral,OrgIDGPPrac,2025-11-04,29.506
iapt_v2_1_demographics_and_referral,Age_ServiceDischarge_Date,2025-11-04,72.29
iapt_v2_1_demographics_and_referral,AnxietyInventory_FirstScore,2025-11-04,1.57
iapt_v2_1_demographics_and_referral,PHQ9_LastScore,2025-11-04,30.844
iapt_v2_1_demographics_and_referral,NonGuidedSelfHelp_Computer_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,GAD_FirstScore,2025-11-04,71.817
iapt_v2_1_demographics_and_referral,EmpSupportDischargeDate,2025-11-04,1.534
iapt_v2_1_demographics_and_referral,OrgIDSubICBLocResidence,2025-11-04,65.401
iapt_v2_1_demographics_and_referral,DDS_FirstScore,2025-11-04,0.047
iapt_v2_1_demographics_and_referral,PPSM,2025-11-04,0
iapt_v2_1_demographics_and_referral,SSPInd,2025-11-04,62.408
iapt_v2_1_demographics_and_referral,OtherLowIntensity_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,CouplesTherapyDepression_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,AsylumStatus_SocPerCircumstance,2025-11-04,0.041
iapt_v2_1_demographics_and_referral,WASAS_Relationships_LastScore,2025-11-04,29.261
iapt_v2_1_demographics_and_referral,EduEstabTypeIAPT,2025-11-04,19.18
iapt_v2_1_demographics_and_referral,EndDateGMPRegistration,2025-11-04,0.023
iapt_v2_1_demographics_and_referral,IndicesOfDeprivationDecile,2025-11-04,98.865
iapt_v2_1_demographics_and_referral,AccommodationType,2025-11-04,10.077
iapt_v2_1_demographics_and_referral,ProductionDate,2025-11-04,100
iapt_v2_1_demographics_and_referral,TherapySession_SecondDate,2025-11-04,39.15
iapt_v2_1_demographics_and_referral,PathwayID,2025-11-04,100
iapt_v2_1_demographics_and_referral,LanguageCodePreferred,2025-11-04,58.158
iapt_v2_1_demographics_and_referral,WASAS_Work_FirstScore,2025-11-04,56.737
iapt_v2_1_demographics_and_referral,PPSM_LastScore,2025-11-04,0
iapt_v2_1_demographics_and_referral,AlcoholUseStatus_SocPerCircumstance_FSN,2025-11-04,0
iapt_v2_1_demographics_and_referral,WASAS_PrivateLeisureActivities_FirstScore,2025-11-04,68.757
iapt_v2_1_demographics_and_referral,CareContact_OnlineIM_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,ADSM,2025-11-04,100
iapt_v2_1_demographics_and_referral,ADSM_LastScore,2025-11-04,30.824
iapt_v2_1_demographics_and_referral,PHQ15_FirstScore,2025-11-04,0.057
iapt_v2_1_demographics_and_referral,BIQ_FirstScore,2025-11-04,0.156
iapt_v2_1_demographics_and_referral,EmpSupportInd,2025-11-04,21.036
iapt_v2_1_demographics_and_referral,PSWQ_FirstScore,2025-11-04,1.808
iapt_v2_1_demographics_and_referral,AsylumStatus_SocPerCircumstance_FSN,2025-11-04,0
iapt_v2_1_demographics_and_referral,Religion_SocPerCircumstance_RecDate,2025-11-04,65.914
iapt_v2_1_demographics_and_referral,WeekHoursWorked,2025-11-04,23.667
iapt_v2_1_demographics_and_referral,AnxietyInventory_LastScore,2025-11-04,0.548
iapt_v2_1_demographics_and_referral,StartDateGMPRegistration,2025-11-04,67.97
iapt_v2_1_demographics_and_referral,NoChange_Flag,2025-11-04,7.171
iapt_v2_1_demographics_and_referral,InterpersonalPsychotherapy_Count,2025-11-04,100
iapt_v2_1_demographics_and_referral,SocialPhobia_LastScore,2025-11-04,0.876
iapt_v2_1_demographics_and_referral,SickAbsenceInd,2025-11-04,26.637
iapt_v2_1_demographics_and_referral,ElectoralWard,2025-11-04,98.9
iapt_v2_1_demographics_and_referral,OvsVisChCat,2025-11-04,19.994
iapt_v2_1_demographics_and_referral,Assessment_LastDate,2025-11-04,68.815
iapt_v2_1_demographics_and_referral,Postcode_Default,2025-11-04,0.695
iapt_v2_1_demographics_and_referral,OrgIDComm,2025-11-04,100
iapt_v2_1_demographics_and_referral,PSWQ_LastScore,2025-11-04,0.764
iapt_v2_1_demographics_and_referral,TherapySession_LastDate,2025-11-04,70.341
iapt_v2_1_demographics_and_referral,PTSD_FirstScore,2025-11-04,5.872
iapt_v2_1_demographics_and_referral,OrgIDResidenceResp,2025-11-04,19.936
iapt_v2_1_demographics_and_referral,PresentingComplaintHigherCategory,2025-11-04,99.889
iapt_v2_1_demographics_and_referral,WASAS_SocialLeisureActivities_LastScore,2025-11-04,29.26
iapt_v2_1_demographics_and_referral,WASAS_HomeManagement_FirstScore,2025-11-04,68.765
iapt_v2_1_employment_status,SickAbsenceInd,2025-11-04,37.22
iapt_v2_1_employment_status,EmpSupportDischargeDate,2025-11-04,4.823
iapt_v2_1_employment_status,SelfEmployInd,2025-11-04,40.194
iapt_v2_1_employment_status,Person_ID_DEID,2025-11-04,100
iapt_v2_1_employment_status,UCInd,2025-11-04,32.264
iapt_v2_1_employment_status,ESAInd,2025-11-04,27.821
iapt_v2_1_employment_status,ProductionDate,2025-11-04,100
iapt_v2_1_employment_status,SSPInd,2025-11-04,93.432
iapt_v2_1_employment_status,EmpSupportReferral,2025-11-04,8.46
iapt_v2_1_employment_status,EmployStatus,2025-11-04,100
iapt_v2_1_employment_status,EmpSupportInd,2025-11-04,29.214
iapt_v2_1_employment_status,BenefitRecInd,2025-11-04,66.719
iapt_v2_1_employment_status,OtherBenefitInd,2025-11-04,6.571
iapt_v2_1_employment_status,JSAInd,2025-11-04,6.436
iapt_v2_1_employment_status,EmployStatusRecDate,2025-11-04,99.997
iapt_v2_1_employment_status,ExtractPeriod_EndDate,2025-11-04,100
iapt_v2_1_employment_status,OrgID_Provider,2025-11-04,100
iapt_v2_1_employment_status,ExtractPeriod_StartDate,2025-11-04,100
iapt_v2_1_employment_status,PIPInd,2025-11-04,30.483
iapt_v2_1_employment_status,WeekHoursWorked,2025-11-04,37.259
iapt_v2_1_internet_enabled_therapies,Pseudo_Unique_CarePersonnelID_Local,2025-11-04,61.775
iapt_v2_1_internet_enabled_therapies,QualAttainLevelIAPT,2025-11-04,23.714
iapt_v2_1_internet_enabled_therapies,IntegratedSoftwareInd,2025-11-04,97.444
iapt_v2_1_internet_enabled_therapies,ExtractPeriod_StartDate,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,QualPlannedCompletionDate,2025-11-04,2.611
iapt_v2_1_internet_enabled_therapies,Person_ID_DEID,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,OrgID_Provider,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,StartDateIntEnabledTherLog,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,ExtractPeriod_EndDate,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,ProductionDate,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,EndDateIntEnabledTherLog,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,IAPTv1_5_PathwayID,2025-11-04,2.738
iapt_v2_1_internet_enabled_therapies,PathwayID,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,IntEnabledTherProg,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,Pseudo_Unique_ServiceRequestID,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,DurationIntEnabledTher,2025-11-04,100
iapt_v2_1_internet_enabled_therapies,QualAwardedDate,2025-11-04,16.564
iapt_v2_1_mental_and_physical_health_conditions,Pseudo_Unique_ServiceRequestID,2025-11-04,98.638
iapt_v2_1_mental_and_physical_health_conditions,ExtractPeriod_EndDate,2025-11-04,100
iapt_v2_1_mental_and_physical_health_conditions,SchemeInUse,2025-11-04,100
iapt_v2_1_mental_and_physical_health_conditions,MenPhysHealthCondDescription_ICD10_Master,2025-11-04,0
iapt_v2_1_mental_and_physical_health_conditions,MentalPhysicalHealthConditionRecordedDate,2025-11-04,76.444
iapt_v2_1_mental_and_physical_health_conditions,IAPTv1_5_PathwayID,2025-11-04,6.461
iapt_v2_1_mental_and_physical_health_conditions,MenPhysHealthCondCode_ICD10_Master,2025-11-04,0
iapt_v2_1_mental_and_physical_health_conditions,MenPhysHealthCondition,2025-11-04,100
iapt_v2_1_mental_and_physical_health_conditions,PresCompCodSig,2025-11-04,78.157
iapt_v2_1_mental_and_physical_health_conditions,PathwayID,2025-11-04,98.638
iapt_v2_1_mental_and_physical_health_conditions,ExtractPeriod_StartDate,2025-11-04,100
iapt_v2_1_mental_and_physical_health_conditions,Validated_MenPhysHealthCondCode,2025-11-04,98.638
iapt_v2_1_mental_and_physical_health_conditions,OrgID_Provider,2025-11-04,100
iapt_v2_1_mental_and_physical_health_conditions,Person_ID_DEID,2025-11-04,99.999
iapt_v2_1_mental_and_physical_health_conditions,ProductionDate,2025-11-04,100
iapt_v2_1_mental_and_physical_health_conditions,MenPhysHealthCondition_Type,2025-11-04,100
iapt_v2_1_onward_referrals,OrgIDReceiving,2025-11-04,30.728
iapt_v2_1_onward_referrals,OnwardReferDate,2025-11-04,100
iapt_v2_1_onward_referrals,ProductionDate,2025-11-04,100
iapt_v2_1_onward_referrals,IAPTv1_5_PathwayID,2025-11-04,1.255
iapt_v2_1_onward_referrals,Person_ID_DEID,2025-11-04,99.998
iapt_v2_1_onward_referrals,ExtractPeriod_StartDate,2025-11-04,100
iapt_v2_1_onward_referrals,OnwardReferTime,2025-11-04,14.87
iapt_v2_1_onward_referrals,ExtractPeriod_EndDate,2025-11-04,100
iapt_v2_1_onward_referrals,PathwayID,2025-11-04,100
iapt_v2_1_onward_referrals,Pseudo_Unique_ServiceRequestID,2025-11-04,100
iapt_v2_1_onward_referrals,OnwardReferReason,2025-11-04,83.573
iapt_v2_1_onward_referrals,OrgID_Provider,2025-11-04,100
